city,state,outbound,inbound,netgain,pct_inbound
NEW CUYAMA,CA,0,34,34,1
NEW DEAL,TX,0,68,68,1
NEW DERRY,PA,24,0,-24,0
NEW DOUGLAS,IL,33,23,-10,0.4107142857142857
NEW DURHAM,NH,1163,1089,-74,0.4835701598579041
NEW EAGLE,PA,630,620,-10,0.496
NEW EDINBURG,AR,12,37,25,0.7551020408163265
NEW EFFINGTON,SD,11,0,-11,0
NEW EGYPT,NJ,1624,1870,246,0.5352032054951346
NEW ELLENTON,SC,762,835,73,0.5228553537883531
NEW ENGLAND,ND,659,133,-526,0.16792929292929293
NEW ENTERPRISE,PA,153,128,-25,0.4555160142348754
NEW ERA,MI,788,803,15,0.5047140163419234
NEW FAIRFIELD,CT,3481,4165,684,0.544729270206644
NEW FLORENCE,MO,384,428,44,0.5270935960591133
NEW FLORENCE,PA,739,642,-97,0.46488052136133234
NEW FRANKEN,WI,1310,1204,-106,0.4789180588703262
NEW FRANKLIN,MO,448,373,-75,0.4543239951278928
NEW FRANKLIN,OH,2029,1836,-193,0.4750323415265201
NEW FREEDOM,PA,2108,2368,260,0.5290437890974083
NEW FREEPORT,PA,75,38,-37,0.336283185840708
NEW GALILEE,PA,233,147,-86,0.3868421052631579
NEW GERMANY,MN,67,36,-31,0.34951456310679613
NEW GLARUS,WI,1339,1326,-13,0.4975609756097561
NEW GLOUCESTER,ME,1794,1964,170,0.5226184140500266
NEW GRETNA,NJ,27,0,-27,0
NEW HAMPTON,IA,1749,1663,-86,0.48739742086752635
NEW HAMPTON,MO,43,25,-18,0.36764705882352944
NEW HAMPTON,NH,910,971,61,0.5162147793726741
NEW HAMPTON,NY,916,822,-94,0.47295742232451093
NEW HARBOR,ME,731,850,119,0.5376344086021505
NEW HARMONY,IN,630,552,-78,0.467005076142132
NEW HARMONY,UT,319,566,247,0.63954802259887
NEW HARTFORD,CT,1974,2110,136,0.5166503428011753
NEW HARTFORD,IA,231,181,-50,0.4393203883495146
NEW HARTFORD,MO,11,18,7,0.6206896551724138
NEW HARTFORD,NY,5820,5623,-197,0.4913921174517172
NEW HAVEN,CT,70605,58475,-12130,0.45301363495506664
NEW HAVEN,IL,47,34,-13,0.41975308641975306
NEW HAVEN,IN,7258,6239,-1019,0.462250870563829
NEW HAVEN,KY,1409,1351,-58,0.4894927536231884
NEW HAVEN,MI,3086,3336,250,0.5194643413266895
NEW HAVEN,MO,1218,1328,110,0.5216025137470542
NEW HAVEN,OH,11,0,-11,0
NEW HAVEN,VT,659,518,-141,0.44010195412064573
NEW HAVEN,WV,173,104,-69,0.37545126353790614
NEW HILL,NC,858,2455,1597,0.7410202233625113
NEW HOLLAND,IL,26,15,-11,0.36585365853658536
NEW HOLLAND,OH,469,403,-66,0.46215596330275227
NEW HOLLAND,PA,4160,4071,-89,0.4945936095249666
NEW HOLSTEIN,WI,1623,1462,-161,0.4739059967585089
NEW HOME,TX,49,104,55,0.6797385620915033
NEW HOPE,AL,1625,1707,82,0.5123049219687875
NEW HOPE,MN,2467,2195,-272,0.47082797082797084
NEW HOPE,PA,4725,5641,916,0.5441829056530967
NEW HUDSON,MI,3104,3056,-48,0.4961038961038961
NEW HYDE PARK,NY,7818,8010,192,0.5060652009097801
NEW IBERIA,LA,18121,16532,-1589,0.47707269211900843
NEW IPSWICH,NH,1557,1610,53,0.5083675402589201
NEW JERSEY,NJ,49,62,13,0.5585585585585585
NEW JOHNSONVILLE,TN,1313,1177,-136,0.47269076305220886
NEW JOHSONVLE,TN,20,34,14,0.6296296296296297
NEW KENSINGTON,PA,10103,10215,112,0.502756176789054
NEW KENT,VA,1113,2022,909,0.6449760765550239
NEW KINGSTON,NY,11,16,5,0.5925925925925926
NEW KINGSTOWN,PA,210,11,-199,0.049773755656108594
NEW KNOXVILLE,OH,144,223,79,0.6076294277929155
NEW LEBANON,NY,316,468,152,0.5969387755102041
NEW LEBANON,OH,2054,1929,-125,0.48430831031885513
NEW LENOX,IL,9186,9124,-62,0.49830693610049154
NEW LEXINGTON,OH,2948,2927,-21,0.4982127659574468
NEW LIBERTY,KY,0,11,11,1
NEW LIMERICK,ME,77,40,-37,0.3418803418803419
NEW LISBON,WI,2266,2265,-1,0.4998896490840874
NEW LLANO,LA,1300,1208,-92,0.48165869218500795
NEW LONDON,CT,17689,14282,-3407,0.4467173375871884
NEW LONDON,IA,1087,916,-171,0.45731402895656514
NEW LONDON,MN,1813,1794,-19,0.4973662323260327
NEW LONDON,MO,1349,1323,-26,0.49513473053892215
NEW LONDON,NC,1867,2285,418,0.5503371868978806
NEW LONDON,NH,2380,2467,87,0.5089746234784402
NEW LONDON,OH,1908,1826,-82,0.48901981788966253
NEW LONDON,WI,6271,5132,-1139,0.45005700254319037
NEW LOTHROP,MI,613,475,-138,0.4365808823529412
NEW MADISON,OH,504,419,-85,0.4539544962080173
NEW MADRID,MO,1556,1381,-175,0.47020769492679604
NEW MARKET,AL,4254,4680,426,0.5238415043653458
NEW MARKET,IA,43,12,-31,0.21818181818181817
NEW MARKET,IN,23,0,-23,0
NEW MARKET,MD,4082,6545,2463,0.6158840688811518
NEW MARKET,MN,50,59,9,0.5412844036697247
NEW MARKET,TN,2409,2572,163,0.5163621762698254
NEW MARKET,VA,1722,1713,-9,0.49868995633187774
NEW MARLBOROUGH,MA,104,66,-38,0.38823529411764707
NEW MARSHFIELD,OH,184,73,-111,0.2840466926070039
NEW MARTINSVILLE,WV,3237,2957,-280,0.47739748143364547
NEW MATAMORAS,OH,813,606,-207,0.427061310782241
NEW MEADOWS,ID,1053,882,-171,0.4558139534883721
NEW MIDDLETOWN,IN,0,11,11,1
NEW MIDDLETOWN,OH,1193,1111,-82,0.4822048611111111
NEW MILFORD,CT,9286,9262,-24,0.4993530299762778
NEW MILFORD,NJ,4801,4275,-526,0.4710224768620538
NEW MILFORD,PA,1399,1210,-189,0.46377922575699504
NEW MILLPORT,PA,0,11,11,1
NEW MONMOUTH,NJ,405,465,60,0.5344827586206896
NEW MUNICH,MN,13,0,-13,0
NEW ORLEANS,LA,162306,145184,-17122,0.4721584441770464
NEW OXFORD,PA,4421,4183,-238,0.4861692236169224
NEW PALESTINE,IN,3574,4500,926,0.5573445627941541
NEW PALTZ,NY,6178,5888,-290,0.4879827614785347
NEW PARIS,IN,961,1061,100,0.5247279920870426
NEW PARIS,OH,1602,1296,-306,0.4472049689440994
NEW PARIS,PA,677,493,-184,0.42136752136752137
NEW PARK,PA,87,39,-48,0.30952380952380953
NEW PHILADELPHIA,OH,10772,9397,-1375,0.46591303485547125
NEW PHILADELPHIA,PA,378,359,-19,0.4871099050203528
NEW PINE CREEK,OR,22,0,-22,0
NEW PLYMOUTH,ID,1855,1711,-144,0.4798093101514302
NEW PLYMOUTH,OH,51,37,-14,0.42045454545454547
NEW POINT,IN,27,0,-27,0
NEW PORT RICHEY,FL,72979,76680,3701,0.5123647759239337
NEW PORTLAND,ME,175,195,20,0.527027027027027
NEW PRAGUE,MN,4196,4197,1,0.5000595734540688
NEW PRESTON,CT,139,161,22,0.5366666666666666
NEW PRESTON MARBLE DALE,CT,403,337,-66,0.4554054054054054
NEW PROVIDENCE,IA,17,28,11,0.6222222222222222
NEW PROVIDENCE,NJ,3233,3592,359,0.5263003663003663
NEW PROVIDENCE,PA,1252,1251,-1,0.49980023971234516
NEW RICHLAND,MN,765,592,-173,0.43625644804716285
NEW RICHMOND,IN,11,24,13,0.6857142857142857
NEW RICHMOND,OH,2901,3208,307,0.5251268620068751
NEW RICHMOND,WI,7505,8349,844,0.5266178882300997
NEW RIEGEL,OH,12,49,37,0.8032786885245902
NEW RINGGOLD,PA,1100,1002,-98,0.47668886774500474
NEW RIVER,AZ,2978,4004,1026,0.5734746490976798
NEW ROADS,LA,2195,1923,-272,0.4669742593491986
NEW ROCHELLE,NY,20746,19964,-782,0.4903954802259887
NEW ROCKFORD,ND,783,634,-149,0.44742413549753
NEW ROSS,IN,74,74,0,0.5
NEW SALEM,MA,11,25,14,0.6944444444444444
NEW SALEM,ND,265,374,109,0.5852895148669797
NEW SALEM,PA,855,554,-301,0.39318665720369056
NEW SALISBURY,IN,1406,1307,-99,0.4817545152967195
NEW SHARON,IA,700,603,-97,0.46277820414428245
NEW SHARON,ME,439,462,23,0.5127635960044395
NEW SHOREHAM,RI,63,14,-49,0.18181818181818182
NEW SITE,AL,38,36,-2,0.4864864864864865
NEW SMYRNA,FL,83,90,7,0.5202312138728323
NEW SMYRNA BEACH,FL,28278,37837,9559,0.5722907055887468
NEW SPRINGFIELD,OH,409,403,-6,0.4963054187192118
NEW STANTON,PA,1276,1113,-163,0.4658853076601088
NEW STRAITSVILLE,OH,301,337,36,0.5282131661442007
NEW STRAITSVL,OH,18,13,-5,0.41935483870967744
NEW STRAWN,KS,121,111,-10,0.47844827586206895
NEW SUFFOLK,NY,34,15,-19,0.30612244897959184
NEW SWEDEN,ME,29,23,-6,0.4423076923076923
NEW TAZEWELL,TN,4024,3526,-498,0.4670198675496689
NEW TOWN,MA,12,0,-12,0
NEW TOWN,ND,1712,1304,-408,0.4323607427055703
NEW TRIER,MN,27,40,13,0.5970149253731343
NEW TRIPOLI,PA,1320,1442,122,0.5220854453294714
NEW ULM,MN,6582,5767,-815,0.4670013766296866
NEW ULM,TX,268,452,184,0.6277777777777778
NEW UNDERWOOD,SD,192,196,4,0.5051546391752577
NEW VERNON,NJ,235,309,74,0.5680147058823529
NEW VIENNA,IA,0,11,11,1
NEW VIENNA,OH,1087,1066,-21,0.4951230840687413
NEW VINEYARD,ME,92,121,29,0.568075117370892
NEW VIRGINIA,IA,348,346,-2,0.49855907780979825
NEW WASHINGTN,IN,12,0,-12,0
NEW WASHINGTON,IN,63,58,-5,0.4793388429752066
NEW WASHINGTON,OH,454,370,-84,0.44902912621359226
NEW WATERFORD,OH,852,808,-44,0.4867469879518072
NEW WAVERLY,TX,1632,1929,297,0.5417017691659646
NEW WHITELAND,IN,367,382,15,0.5100133511348465
NEW WILMINGTON,PA,1424,1349,-75,0.4864767399927876
NEW WILMNGTN,PA,23,30,7,0.5660377358490566
NEW WINDSOR,IL,245,150,-95,0.379746835443038
NEW WINDSOR,MD,1350,1635,285,0.5477386934673367
NEW WINDSOR,NY,9368,9145,-223,0.4939772052071517
NEW WOODSTOCK,NY,199,139,-60,0.41124260355029585
NEW YORK,NY,974013,681542,-292471,0.41166980257375924
NEW YORK CITY,NY,141,120,-21,0.45977011494252873
NEW YORK MILLS,MN,1194,1099,-95,0.4792847797645007
NEW YORK MILLS,NY,1102,974,-128,0.46917148362235067
NEW YORK MLS,NY,159,139,-20,0.4664429530201342
NEW ZION,SC,47,70,23,0.5982905982905983
NEWAGEN,ME,0,227,227,1
NEWALD,WI,0,14,14,1
NEWALLA,OK,2873,2963,90,0.5077107607950652
NEWARK,AR,1027,969,-58,0.48547094188376755
NEWARK,CA,15966,16782,816,0.5124587761084647
NEWARK,DE,51461,44547,-6914,0.4639925839513374
NEWARK,IL,698,858,160,0.5514138817480719
NEWARK,MD,14,56,42,0.8
NEWARK,NJ,83898,71935,-11963,0.4616159606758517
NEWARK,NY,6795,6215,-580,0.4777094542659493
NEWARK,OH,28966,25970,-2996,0.47273190621814476
NEWARK,TX,1655,2180,525,0.5684485006518905
NEWARK VALLEY,NY,1340,1293,-47,0.4910748195974174
NEWAYGO,MI,6159,6055,-104,0.4957425904699525
NEWBERG,OR,12643,11910,-733,0.48507310715594837
NEWBERN,AL,0,13,13,1
NEWBERN,TN,3859,2731,-1128,0.4144157814871017
NEWBERRY,FL,5675,7792,2117,0.578599539615356
NEWBERRY,IN,24,34,10,0.5862068965517241
NEWBERRY,MI,2168,1941,-227,0.47237770747140423
NEWBERRY,SC,5894,5632,-262,0.48863439180982127
NEWBERRY SPGS,CA,45,74,29,0.6218487394957983
NEWBERRY SPRINGS,CA,745,736,-9,0.49696151249155973
NEWBORN,GA,564,693,129,0.5513126491646778
NEWBURG,MD,730,960,230,0.5680473372781065
NEWBURG,MO,734,738,4,0.501358695652174
NEWBURG,PA,752,615,-137,0.4498902706656913
NEWBURG,WV,12,26,14,0.6842105263157895
NEWBURGH,IN,15542,15502,-40,0.49935575312459735
NEWBURGH,ME,405,406,1,0.5006165228113441
NEWBURGH,NY,20473,19498,-975,0.48780365765179756
NEWBURGH HEIGHTS,OH,336,293,-43,0.465818759936407
NEWBURY,CA,274,231,-43,0.45742574257425744
NEWBURY,MA,1294,1444,150,0.5273922571219869
NEWBURY,NH,1392,1232,-160,0.4695121951219512
NEWBURY,OH,1199,1119,-80,0.4827437446074202
NEWBURY,VT,171,132,-39,0.43564356435643564
NEWBURY PARK,CA,11962,11998,36,0.5007512520868114
NEWBURYPORT,MA,8181,7953,-228,0.4929341762737077
NEWCASTLE,CA,2419,2356,-63,0.49340314136125657
NEWCASTLE,ME,912,990,78,0.5205047318611987
NEWCASTLE,NE,11,13,2,0.5416666666666666
NEWCASTLE,OK,3451,5006,1555,0.5919356745890978
NEWCASTLE,TX,141,205,64,0.5924855491329479
NEWCASTLE,WA,4941,4935,-6,0.4996962332928311
NEWCASTLE,WY,2394,2216,-178,0.4806941431670282
NEWCOMB,NY,103,45,-58,0.30405405405405406
NEWCOMB,TN,0,11,11,1
NEWCOMERSTOWN,OH,2620,2621,1,0.5000954016409083
NEWDALE,ID,0,11,11,1
NEWELL,AL,134,162,28,0.5472972972972973
NEWELL,IA,296,333,37,0.5294117647058824
NEWELL,NC,0,11,11,1
NEWELL,PA,14,0,-14,0
NEWELL,SD,359,257,-102,0.4172077922077922
NEWELL,WV,668,232,-436,0.2577777777777778
NEWELLTON,LA,179,137,-42,0.43354430379746833
NEWFANE,NY,1795,1659,-136,0.48031268094962365
NEWFANE,VT,534,484,-50,0.47544204322200395
NEWFIELD,NJ,1361,1461,100,0.5177179305457122
NEWFIELD,NY,3126,2309,-817,0.42483900643974243
NEWFIELDS,NH,284,420,136,0.5965909090909091
NEWFOLDEN,MN,62,90,28,0.5921052631578947
NEWFOUNDLAND,NJ,736,881,145,0.5448361162646876
NEWFOUNDLAND,PA,993,775,-218,0.43834841628959276
NEWHALL,CA,9243,8576,-667,0.4812840226724283
NEWHALL,IA,268,105,-163,0.28150134048257375
NEWHEBRON,MS,165,228,63,0.5801526717557252
NEWINGTON,CT,9297,9190,-107,0.49710607453886513
NEWINGTON,GA,69,264,195,0.7927927927927928
NEWINGTON,NH,276,269,-7,0.4935779816513762
NEWINGTON,VA,14,11,-3,0.44
NEWKIRK,OK,1229,1275,46,0.509185303514377
NEWLAND,NC,3418,4174,756,0.5497892518440464
NEWMAN,CA,3157,3011,-146,0.4881647211413748
NEWMAN,IL,420,215,-205,0.33858267716535434
NEWMAN GROVE,NE,123,97,-26,0.4409090909090909
NEWMAN LAKE,WA,1640,1906,266,0.5375070501974055
NEWMANSTOWN,PA,1253,1332,79,0.5152804642166344
NEWMARKET,NH,5244,4599,-645,0.46723559890277355
NEWNAN,GA,36062,39479,3417,0.5226168570709946
NEWPORT,AR,5262,4238,-1024,0.4461052631578947
NEWPORT,DE,323,303,-20,0.4840255591054313
NEWPORT,IN,15,0,-15,0
NEWPORT,KY,9115,8117,-998,0.4710422469823584
NEWPORT,ME,2050,1961,-89,0.48890550984791825
NEWPORT,MI,5149,5367,218,0.5103651578546976
NEWPORT,MN,1796,2088,292,0.537590113285273
NEWPORT,NC,8125,8649,524,0.5156194109932037
NEWPORT,NH,3666,3498,-168,0.4882747068676717
NEWPORT,NJ,68,25,-43,0.26881720430107525
NEWPORT,NY,428,462,34,0.5191011235955056
NEWPORT,OH,450,235,-215,0.34306569343065696
NEWPORT,OR,7188,7458,270,0.5092175337976239
NEWPORT,PA,2762,2366,-396,0.46138845553822155
NEWPORT,RI,15596,14673,-923,0.4847533780435429
NEWPORT,TN,8746,9483,737,0.520215041966098
NEWPORT,VA,518,394,-124,0.43201754385964913
NEWPORT,VT,4194,3764,-430,0.47298316159839154
NEWPORT,WA,4476,4308,-168,0.49043715846994534
NEWPORT BEACH,CA,42575,41608,-967,0.49425656011308694
NEWPORT CENTER,VT,535,553,18,0.5082720588235294
NEWPORT COAST,CA,4087,4456,369,0.5215966288189161
NEWPORT CTR,VT,50,31,-19,0.38271604938271603
NEWPORT NEWS,VA,98206,87735,-10471,0.47184321908562393
NEWRY,ME,136,237,101,0.6353887399463807
NEWRY,PA,34,0,-34,0
NEWRY,SC,13,0,-13,0
NEWSOMS,VA,11,11,0,0.5
NEWTON,AL,2007,1849,-158,0.4795124481327801
NEWTON,GA,371,344,-27,0.4811188811188811
NEWTON,IA,10119,9583,-536,0.4863973200690285
NEWTON,IL,1868,1725,-143,0.4801001948232675
NEWTON,KS,11911,9393,-2518,0.4409031167855802
NEWTON,MA,8360,7692,-668,0.4791926239720907
NEWTON,MS,1401,1340,-61,0.488872674206494
NEWTON,NC,7759,7874,115,0.5036781168041963
NEWTON,NH,1317,1370,53,0.5098622999627838
NEWTON,NJ,7130,7744,614,0.5206400430281027
NEWTON,TX,1584,1356,-228,0.46122448979591835
NEWTON,UT,14,0,-14,0
NEWTON,WI,95,126,31,0.5701357466063348
NEWTON,WV,23,0,-23,0
NEWTON CENTER,MA,4691,5005,314,0.5161922442244224
NEWTON CENTRE,MA,451,488,37,0.5197018104366348
NEWTON FALLS,NY,27,0,-27,0
NEWTON FALLS,OH,3964,3548,-416,0.47231096911608095
NEWTON GROVE,NC,1014,1014,0,0.5
NEWTON HIGHLANDS,MA,2001,2090,89,0.5108775360547544
NEWTON HLDS,MA,97,82,-15,0.4581005586592179
NEWTON JUNCTION,NH,0,11,11,1
NEWTON L F,MA,52,35,-17,0.40229885057471265
NEWTON LOWER FALLS,MA,358,280,-78,0.438871473354232
NEWTON U F,MA,121,125,4,0.508130081300813
NEWTON UPPER FALLS,MA,1216,1046,-170,0.4624226348364279
NEWTONSVILLE,OH,11,11,0,0.5
NEWTONVILLE,MA,3687,3640,-47,0.4967926845912379
NEWTONVILLE,NJ,43,13,-30,0.23214285714285715
NEWTONVILLE,NY,17,0,-17,0
NEWTOWN,CT,4453,5235,782,0.5403592072667217
NEWTOWN,IN,52,0,-52,0
NEWTOWN,OH,353,320,-33,0.475482912332838
NEWTOWN,PA,8851,9674,823,0.5222132253711201
NEWTOWN,VA,0,12,12,1
NEWTOWN SQUARE,PA,7213,7685,472,0.5158410524902671
NEWVILLE,AL,234,280,46,0.5447470817120622
NEWVILLE,PA,3675,3331,-344,0.4754496146160434
NEY,OH,207,67,-140,0.24452554744525548
NEZPERCE,ID,0,11,11,1
NFD,CA,17,18,1,0.5142857142857142
NIAGARA,WI,1346,1339,-7,0.4986964618249534
NIAGARA FALLS,NY,28821,26548,-2273,0.4794740739402915
NIAGARA UNIVERSITY,NY,180,0,-180,0
NIANGUA,MO,713,820,107,0.5348988910632746
NIANTIC,CT,5477,5868,391,0.517232260907889
NIANTIC,IL,87,63,-24,0.42
NIBLEY,UT,1589,1115,-474,0.41235207100591714
NICASIO,CA,45,29,-16,0.3918918918918919
NICE,CA,838,866,28,0.5082159624413145
NICEVILLE,FL,15242,15704,462,0.5074646157823305
NICHOLASVILLE,KY,18159,18790,631,0.508538796719803
NICHOLLS,GA,1258,1422,164,0.5305970149253731
NICHOLS,IA,73,11,-62,0.13095238095238096
NICHOLS,NY,831,687,-144,0.4525691699604743
NICHOLS,SC,973,1148,175,0.5412541254125413
NICHOLS,WI,11,0,-11,0
NICHOLS HILLS,OK,1920,2073,153,0.5191585274229902
NICHOLSON,GA,1490,1511,21,0.5034988337220926
NICHOLSON,MS,26,13,-13,0.3333333333333333
NICHOLSON,PA,959,866,-93,0.4745205479452055
NICHOLVILLE,NY,13,13,0,0.5
NICKELSVILLE,VA,407,520,113,0.5609492988133765
NICKERSON,KS,619,443,-176,0.4171374764595104
NICKERSON,NE,125,55,-70,0.3055555555555556
NICOLAUS,CA,23,24,1,0.5106382978723404
NICOLLET,MN,594,386,-208,0.39387755102040817
NICOMA PARK,OK,13,0,-13,0
NIKISKI,AK,423,228,-195,0.35023041474654376
NIKOLAEVSK,AK,156,82,-74,0.3445378151260504
NILAND,CA,545,1387,842,0.7179089026915114
NILES,IL,8211,8150,-61,0.49813581076951285
NILES,MI,14942,13667,-1275,0.47771680240483766
NILES,OH,10134,8492,-1642,0.4559218297004188
NINE MILE FALLS,WA,3375,3652,277,0.51970969119112
NINETY SIX,SC,1982,2044,62,0.5076999503229012
NINEVEH,IN,1731,1700,-31,0.49548236665695133
NINEVEH,NY,91,98,7,0.5185185185185185
NINILCHIK,AK,1071,684,-387,0.38974358974358975
NINNEKAH,OK,235,279,44,0.5428015564202334
NIOBRARA,NE,232,173,-59,0.4271604938271605
NIOTA,IL,59,22,-37,0.2716049382716049
NIOTA,TN,1394,1675,281,0.5457803844900619
NIPOMO,CA,6976,7729,753,0.5256035362121727
NIPPA,KY,79,79,0,0.5
NISKAYUNA,NY,1437,1523,86,0.514527027027027
NISLAND,SD,11,12,1,0.5217391304347826
NISSWA,MN,3192,2952,-240,0.48046875
NITRO,WV,4186,2940,-1246,0.412573673870334
NIVERVILLE,NY,113,97,-16,0.46190476190476193
NIWOT,CO,2584,2190,-394,0.45873481357352325
NIXA,MO,14705,14969,264,0.5044483386129271
NIXON,TX,1276,1174,-102,0.4791836734693877
NL,CT,12,0,-12,0
NMB,SC,315,330,15,0.5116279069767442
NO ANDOVER,MA,211,190,-21,0.47381546134663344
NO FORT MYERS,FL,1273,3454,2181,0.7306960016924053
NO PALM SPRINGS,CA,33,0,-33,0
NOBLE,IL,540,490,-50,0.47572815533980584
NOBLE,LA,263,314,51,0.5441941074523396
NOBLE,OK,4989,5481,492,0.5234957020057307
NOBLEBORO,ME,713,953,240,0.5720288115246098
NOBLESVILLE,IN,30535,32793,2258,0.517827817079333
NOBLETON,FL,54,116,62,0.6823529411764706
NOCATEE,FL,102,34,-68,0.25
NOCONA,TX,2436,2430,-6,0.499383477188656
NOEL,MO,1524,1452,-72,0.4879032258064516
NOGAL,NM,39,61,22,0.61
NOGALES,AZ,5461,5333,-128,0.494070780062998
NOKESVILLE,VA,2285,2862,577,0.5560520691665047
NOKOMIS,FL,19237,24410,5173,0.559259513826838
NOKOMIS,IL,1264,1150,-114,0.4763877381938691
NOLANVILLE,TX,3214,3521,307,0.5227913882702302
NOLENSVILLE,TN,5492,8509,3017,0.6077423041211342
NOME,AK,1743,1227,-516,0.4131313131313131
NOME,TX,0,24,24,1
NONQUITT,MA,64,77,13,0.5460992907801419
NOOKSACK,WA,312,343,31,0.5236641221374045
NORA SPRINGS,IA,691,601,-90,0.4651702786377709
NORBORNE,MO,220,244,24,0.5258620689655172
NORCATUR,KS,13,0,-13,0
NORCO,CA,7135,7182,47,0.501641405322344
NORCO,LA,887,681,-206,0.4343112244897959
NORCROSS,GA,43377,33891,-9486,0.43861624475850286
NORDLAND,WA,151,346,195,0.6961770623742455
NORDMAN,ID,211,119,-92,0.3606060606060606
NORFOLK,CT,770,769,-1,0.4996751137102014
NORFOLK,MA,2196,2676,480,0.5492610837438424
NORFOLK,NE,15907,12363,-3544,0.4373187124159887
NORFOLK,NY,1296,1283,-13,0.49747964327258626
NORFOLK,VA,131538,112782,-18756,0.46161591355599213
NORFORK,AR,445,540,95,0.5482233502538071
NORLINA,NC,1263,1198,-65,0.48679398618447783
NORMAL,AL,62,11,-51,0.1506849315068493
NORMAL,IL,19798,16929,-2869,0.46094154164511125
NORMALVILLE,PA,578,271,-307,0.31919905771495877
NORMAN,AR,251,408,157,0.6191198786039454
NORMAN,IN,198,302,104,0.604
NORMAN,OK,59405,53988,-5417,0.47611404584057215
NORMAN PARK,GA,1298,1358,60,0.5112951807228916
NORMANDY,MO,192,185,-7,0.4907161803713528
NORMANDY,TN,328,407,79,0.5537414965986395
NORMANDY BEACH,NJ,285,278,-7,0.4937833037300178
NORMANDY PARK,WA,2553,2379,-174,0.48236009732360097
NORMANGEE,TX,1331,1256,-75,0.4855044453034403
NORMANNA,TX,0,14,14,1
NORRIDGE,IL,2758,2547,-211,0.48011310084825637
NORRIDGEWOCK,ME,1282,1310,28,0.5054012345679012
NORRIS,TN,194,390,196,0.6678082191780822
NORRIS CITY,IL,939,830,-109,0.46919163369135103
NORRISTOWN,PA,27348,25120,-2228,0.47876801097812
NORTH,SC,917,1043,126,0.5321428571428571
NORTH,VA,55,92,37,0.6258503401360545
NORTH ABINGTON TOWNSHIP,PA,62,69,7,0.5267175572519084
NORTH ADAMS,MA,6650,5855,-795,0.4682127149140344
NORTH ADAMS,MI,369,257,-112,0.41054313099041534
NORTH ANDOVER,MA,9438,9561,123,0.5032370124743407
NORTH ANSON,ME,506,541,35,0.5167144221585482
NORTH APOLLO,PA,471,195,-276,0.2927927927927928
NORTH ARLINGTON,NJ,4357,4109,-248,0.4853531774155445
NORTH ATTLEBORO,MA,7876,7592,-284,0.4908197569175071
NORTH AUGUSTA,SC,17483,17835,352,0.5049832946372954
NORTH AURORA,IL,6266,6126,-140,0.49435119431891544
NORTH BABYLON,NY,4542,4467,-75,0.4958374958374958
NORTH BALDWIN,NY,4536,4395,-141,0.4921061471279812
NORTH BALTIMORE,OH,1805,1521,-284,0.45730607336139506
NORTH BANGOR,NY,893,894,1,0.5002797985450476
NORTH BARRINGTON,IL,266,295,29,0.5258467023172906
NORTH BAY,NY,11,76,65,0.8735632183908046
NORTH BAY VILLAGE,FL,5423,4301,-1122,0.4423076923076923
NORTH BAY VLG,FL,593,587,-6,0.49745762711864405
NORTH BEACH,MD,2180,1995,-185,0.47784431137724553
NORTH BELLMORE,NY,5118,4919,-199,0.49008667928663946
NORTH BEND,NE,640,421,-219,0.39679547596606973
NORTH BEND,OH,1138,1096,-42,0.4905998209489705
NORTH BEND,OR,8098,7231,-867,0.4717202687716094
NORTH BEND,PA,11,11,0,0.5
NORTH BEND,WA,6047,6795,748,0.5291231895343405
NORTH BENNINGTON,VT,968,872,-96,0.47391304347826085
NORTH BENTON,OH,235,171,-64,0.4211822660098522
NORTH BERGEN,NJ,22128,18436,-3692,0.45449166748841335
NORTH BERWICK,ME,1530,1758,228,0.5346715328467153
NORTH BETHESDA,MD,2168,1970,-198,0.47607539874335425
NORTH BILLERICA,MA,3678,4134,456,0.5291858678955453
NORTH BLOOMFIELD,OH,223,133,-90,0.37359550561797755
NORTH BONNEVILLE,WA,878,159,-719,0.15332690453230471
NORTH BRANCH,MI,2660,2500,-160,0.4844961240310077
NORTH BRANCH,MN,4865,5311,446,0.5219143081761006
NORTH BRANCH,NY,12,58,46,0.8285714285714286
NORTH BRANFORD,CT,2129,2270,141,0.5160263696294612
NORTH BRENTWOOD,MD,32,34,2,0.5151515151515151
NORTH BRIDGTON,ME,0,32,32,1
NORTH BROOKFIELD,MA,1530,1513,-17,0.4972067039106145
NORTH BRUNSWICK,NJ,14472,13159,-1313,0.4762404545619051
NORTH CALDWELL,NJ,143,130,-13,0.47619047619047616
NORTH CANTON,OH,14652,14335,-317,0.49453203160037257
NORTH CAPE MAY,NJ,421,621,200,0.5959692898272553
NORTH CARVER,MA,44,0,-44,0
NORTH CASTLE,NY,36,47,11,0.5662650602409639
NORTH CHARLEROI,PA,95,73,-22,0.43452380952380953
NORTH CHARLESTON,SC,45853,40796,-5057,0.47081905157589815
NORTH CHATHAM,MA,934,1031,97,0.5246819338422392
NORTH CHELMSFORD,MA,3077,2677,-400,0.4652415710809871
NORTH CHESTERFIELD,VA,46729,45030,-1699,0.49074205255070347
NORTH CHICAGO,IL,6514,5354,-1160,0.451129086619481
NORTH CHILI,NY,2800,2670,-130,0.48811700182815354
NORTH CHITTENDEN,VT,12,20,8,0.625
NORTH CLARENDON,VT,660,575,-85,0.46558704453441296
NORTH COLLINS,NY,881,806,-75,0.47777119146413755
